year,duration_sec,duration_min,danceability,energy,tempo,acousticness,loudness,valence,track_count,duration_sec_ma5,duration_sec_ma10,danceability_ma5,acousticness_ma5,duration_yoy_pct
2007,242.9517495,4.049195825,0.5648300500000001,0.6730113,123.4701225,0.24180436130000002,-6.9939475,0.51510375,2000,239.7119328299221,241.1452024732527,0.5717451559589004,0.25321968268833644,2.7869689493379646
2008,239.900875,3.9983479166666664,0.5834104999999999,0.6758608923,123.4698405,0.24111812006,-6.803835,0.5312543,2000,239.03787641421422,240.25156612325273,0.5730590218418419,0.2519430371565646,-1.2557532540015681
2009,234.06829944917374,3.901138324152896,0.5674655483224837,0.6811232498748123,123.68305858788182,0.24513926231347022,-6.805729594391587,0.5125625438157236,1997,238.43362208983476,239.17033013520364,0.5720902896644968,0.24823249305469405,-2.431243967253671
2010,239.6633148148148,3.9943885802469135,0.5783097597597597,0.6933947498498498,123.47565315315316,0.22800829135635634,-6.683575575575575,0.5263376076076076,1998,238.58971745279774,239.24916994166006,0.5724921216164487,0.24447080281196532,2.3903345215083194
2011,234.5501281922884,3.9091688032048073,0.5605232348522784,0.6717388482724086,122.45676164246369,0.2393053152028042,-7.146439158738107,0.480195778668002,1997,238.22687339125542,238.6030287608889,0.5709078185869044,0.23907507004652614,-2.1334873993866355
2012,240.8543078078078,4.014238463463464,0.5721092092092093,0.6699072472472473,122.11194494494494,0.23642718363863865,-6.981535035035035,0.47510247247247245,1998,237.80738505281698,238.75965894136954,0.5723636504287463,0.23799963451425388,2.687774960562428
2013,235.82575475475477,3.9304292459125794,0.5794193693693694,0.6570191585085086,120.86770770770771,0.24175034002002002,-7.18166966966967,0.4676925925925926,1998,236.99236100376788,238.01511870899103,0.57156542430262,0.23812607850625786,-2.087798677475028
2014,231.95344599999999,3.865890766666667,0.58957415,0.6534970216,122.58466899999999,0.237614019545,-6.957376,0.464598955,2000,236.56939031393313,237.50150620188393,0.5759871446381234,0.23662102995256387,-1.6420211434420184
2015,224.70884412221648,3.745147402036941,0.5910075608493008,0.6334988267736924,119.69610512687727,0.24680092125323666,-7.134255308130502,0.44394446400828586,1931,233.5784961754135,236.0841068141056,0.5785267048560316,0.24037955593193988,-3.123299956398795
2016,219.40076383951245,3.6566793973252074,0.5999763839512443,0.5928771561706451,119.07034382935501,0.2802897038242763,-7.949912646013205,0.43076902996444894,1969,230.5486233048583,234.38774834805685,0.5864173346758247,0.24857643365623433,-2.362203545409647
2017,209.343613,3.4890602166666667,0.6122864,0.5867385869,116.8402775,0.28991629086,-8.4226975,0.414465275,2000,224.24648434329674,231.02693469805686,0.594452772833983,0.2592742551005066,-4.583917878640142
2018,200.919119,3.3486519833333332,0.6649299999999999,0.59059117,122.004325,0.27194090260000003,-7.253666,0.44714092,2000,217.26515719234575,227.12875909805683,0.6115548989601091,0.2653123676165026,-4.024242191711869
2019,197.733133,3.2955522166666666,0.6442153500000001,0.5787961132499999,118.868163,0.28929754550000003,-8.041738,0.46585561999999997,2000,210.4210945923458,223.49524245313947,0.622483138960109,0.2756490728075026,-1.5857057386360451
2020,197.11466230068336,3.285244371678056,0.6730774487471526,0.6119141913439636,121.22870387243735,0.2473740374259681,-7.204023917995444,0.4827551480637813,1756,204.9022582280392,219.24037720172632,0.6388971165396793,0.2757636960420489,-0.3127805087256852
2021,193.27092638582005,3.221182106430334,0.6784620683371299,0.6149141913439636,121.22870387243735,0.2411896864903189,-7.204023917995444,0.4827551480637813,2000,199.6762907373007,215.11245702107948,0.6545942534168565,0.2679436925752574,-1.9499999999999962
2022,189.50214332129656,3.158369055354943,0.6838897648838269,0.6179141913439636,121.22870387243735,0.23515994432806092,-7.204023917995444,0.4827551480637813,2000,195.70799680156,209.97724057242834,0.6689149263936218,0.2569924232688696,-1.9499999999999962
2023,185.8068515265313,3.0967808587755217,0.6893608830028976,0.6209141913439636,121.22870387243735,0.22928094571985938,-7.204023917995444,0.4827551480637813,2000,192.68554330686624,204.97535024960604,0.6738011029942015,0.24846043189284145,-1.9499999999999962
2024,182.18361792176393,3.036393632029399,0.6948757700669207,0.6239141913439636,121.22870387243735,0.2235489220768629,-7.204023917995444,0.4827551480637813,2000,189.57564029121903,199.99836744178242,0.6839331870075855,0.23531070720821404,-1.9500000000000073
2025,178.63103737228954,2.9771839562048257,0.7004347762274561,0.6269141913439636,121.22870387243735,0.21796019902494132,-7.204023917995444,0.4827551480637813,2000,185.87891530554026,195.3905867667897,0.6894046525036461,0.2294279395280087,-1.9499999999999962
